user_id,car_type,service_type,booking_day_of_week,booking_hour,lead_time_days,previous_missed_appointments,no_show,payment_method,first_time_user,discount_applied,distance_to_station_km,preferred_time_slot,device_used,referral_source,booking_channel,service_duration_minutes,rating_previous_service,wait_time_last_booking_min,account_age_days,cancellation_count
user_717,truck,,Sunday,9.0,13.0,1.0,1,cash,,LOYALTY15,20.24,afternoon,desktop,instagram,mobile_app,76.0,2.9,58.0,160.0,3.0
user_718,suv,tire_rotation,Wednesday,12.0,19.0,0.0,0,card,no,NEW10,9.45,afternoon,,twitter,mobile_app,41.0,2.4,,531.0,5.0
user_719,,,Saturday,20.0,25.0,5.0,0,card,0,LOYALTY15,11.66,evening,tablet,twitter,mobile_app,107.0,3.9,11.0,49.0,5.0
user_720,,engine_diagnostics,Tuesday,13.0,8.0,4.0,1,card,,SUMMER20,16.93,afternoon,,twitter,whatsapp,49.0,,52.0,141.0,5.0
user_721,truck,engine_diagnostics,Wednesday,7.0,,2.0,1,transfer,,SUMMER20,1.43,afternoon,desktop,twitter,whatsapp,63.0,1.4,21.0,,2.0
user_722,truck,tire_rotation,Sunday,17.0,23.0,5.0,1,wallet,1,LOYALTY15,25.9,afternoon,desktop,twitter,mobile_app,34.0,3.1,8.0,573.0,2.0
user_723,sedan,engine_diagnostics,Tuesday,11.0,,3.0,1,transfer,yes,,0.81,evening,tablet,friend,whatsapp,49.0,3.6,35.0,126.0,2.0
user_724,truck,oil_change,Saturday,7.0,8.0,0.0,0,wallet,yes,LOYALTY15,15.87,morning,mobile,instagram,web,111.0,,24.0,560.0,0.0
user_725,,tire_rotation,Wednesday,13.0,20.0,3.0,1,card,1,NEW10,24.79,evening,desktop,,web,98.0,4.9,42.0,371.0,2.0
user_726,suv,oil_change,Friday,6.0,3.0,5.0,0,wallet,1,LOYALTY15,,afternoon,desktop,,whatsapp,85.0,3.7,48.0,777.0,1.0
user_727,truck,engine_diagnostics,Monday,invalid,18.0,3.0,0,transfer,1,NEW10,14.18,evening,tablet,friend,web,98.0,4.2,13.0,,1.0
user_728,suv,engine_diagnostics,Friday,20.0,3.0,0.0,1,wallet,0,,24.17,,desktop,,web,111.0,1.1,37.0,172.0,2.0
user_729,sedan,tire_rotation,Sunday,11.0,13.0,4.0,1,wallet,no,,,evening,desktop,friend,mobile_app,55.0,2.1,36.0,,3.0
user_730,truck,oil_change,Thursday,11.0,10.0,2.0,0,wallet,1,NEW10,29.55,afternoon,tablet,twitter,whatsapp,73.0,4.6,38.0,511.0,1.0
user_731,truck,oil_change,Monday,14.0,4.0,3.0,1,card,yes,SUMMER20,0.91,evening,tablet,,web,58.0,1.6,0.0,194.0,4.0
user_732,sedan,engine_diagnostics,Saturday,19.0,,3.0,1,transfer,yes,SUMMER20,9.29,,tablet,instagram,whatsapp,,,26.0,46.0,1.0
user_733,suv,,Tuesday,18.0,25.0,2.0,0,,0,NEW10,25.6,afternoon,mobile,friend,,66.0,4.7,56.0,,
user_734,truck,oil_change,Thursday,12.0,6.0,0.0,0,cash,no,NEW10,15.14,evening,mobile,twitter,mobile_app,57.0,1.8,35.0,552.0,1.0
user_735,truck,brake_repair,Sunday,16.0,26.0,1.0,0,cash,1,NEW10,16.84,afternoon,desktop,friend,mobile_app,36.0,3.7,47.0,,4.0
user_736,suv,tire_rotation,Monday,20.0,-23.0,1.0,1,wallet,no,,13.05,,tablet,,web,,4.6,21.0,,
user_737,,engine_diagnostics,,invalid,29.0,5.0,1,card,1,LOYALTY15,14.3,morning,tablet,twitter,web,64.0,4.2,30.0,736.0,
user_738,,oil_change,Sunday,14.0,2.0,,1,wallet,0,NEW10,21.27,evening,mobile,instagram,mobile_app,115.0,3.9,42.0,131.0,2.0
user_739,,,Sunday,9.0,26.0,2.0,0,card,1,NEW10,7.11,morning,tablet,instagram,mobile_app,102.0,2.6,,484.0,
user_740,suv,tire_rotation,Sunday,7.0,-17.0,3.0,0,card,0,SUMMER20,9.33,morning,desktop,twitter,whatsapp,106.0,4.3,55.0,223.0,2.0
user_741,suv,tire_rotation,Thursday,,30.0,2.0,0,card,0,SUMMER20,6.41,afternoon,mobile,twitter,whatsapp,49.0,3.7,30.0,705.0,
user_742,suv,engine_diagnostics,Saturday,17.0,23.0,5.0,1,wallet,1,SUMMER20,18.46,evening,desktop,instagram,whatsapp,30.0,1.8,41.0,15.0,2.0
user_743,sedan,tire_rotation,Thursday,13.0,,3.0,0,card,1,,3.21,morning,,google,web,70.0,4.4,40.0,553.0,4.0
user_744,truck,oil_change,Saturday,15.0,16.0,1.0,0,transfer,0,SUMMER20,0.92,morning,,,whatsapp,33.0,3.2,32.0,382.0,3.0
user_745,,,Sunday,12.0,30.0,0.0,0,,1,,6.58,morning,tablet,friend,mobile_app,48.0,3.0,23.0,327.0,1.0
user_746,,brake_repair,Sunday,20.0,11.0,3.0,0,transfer,1,,29.45,afternoon,,google,whatsapp,87.0,,58.0,468.0,3.0
user_747,sedan,engine_diagnostics,Wednesday,11.0,2.0,5.0,0,,yes,NEW10,,morning,desktop,friend,web,57.0,1.7,,,5.0
user_748,suv,oil_change,Tuesday,7.0,1.0,1.0,1,transfer,yes,,12.46,morning,mobile,google,whatsapp,36.0,,5.0,589.0,3.0
user_749,suv,oil_change,Tuesday,10.0,18.0,5.0,0,transfer,no,SUMMER20,23.74,evening,desktop,google,whatsapp,41.0,,,986.0,0.0
user_750,suv,oil_change,Wednesday,7.0,19.0,5.0,0,wallet,no,,2.02,afternoon,tablet,friend,whatsapp,114.0,4.4,28.0,627.0,1.0
user_751,,engine_diagnostics,Monday,13.0,26.0,4.0,1,wallet,yes,,23.76,,mobile,,mobile_app,100.0,4.0,39.0,363.0,0.0
user_752,suv,,Saturday,9.0,,3.0,1,,no,NEW10,15.12,evening,tablet,,mobile_app,,1.2,47.0,624.0,
user_753,truck,engine_diagnostics,Sunday,9.0,21.0,3.0,1,cash,0,,12.24,evening,tablet,instagram,whatsapp,,4.2,,831.0,1.0
user_754,sedan,tire_rotation,Monday,17.0,,5.0,0,transfer,1,LOYALTY15,27.35,afternoon,desktop,twitter,,95.0,3.8,43.0,329.0,1.0
user_755,sedan,engine_diagnostics,Friday,19.0,-22.0,0.0,0,wallet,0,,24.35,evening,mobile,instagram,whatsapp,,,14.0,309.0,1.0
user_756,sedan,oil_change,Friday,10.0,,0.0,1,wallet,0,,3.13,evening,mobile,twitter,web,58.0,4.7,46.0,798.0,1.0
user_757,suv,,Wednesday,16.0,13.0,0.0,1,wallet,no,SUMMER20,10.78,evening,mobile,,whatsapp,82.0,1.1,50.0,625.0,2.0
user_758,suv,,Monday,19.0,3.0,1.0,0,card,yes,,6.88,morning,tablet,,mobile_app,120.0,3.1,41.0,431.0,5.0
user_759,truck,brake_repair,Saturday,13.0,22.0,4.0,0,wallet,no,SUMMER20,19.51,afternoon,tablet,instagram,whatsapp,118.0,4.1,44.0,145.0,2.0
user_760,sedan,tire_rotation,Sunday,8.0,19.0,2.0,0,card,yes,,14.88,morning,tablet,friend,mobile_app,73.0,4.2,7.0,810.0,
user_761,truck,engine_diagnostics,Tuesday,14.0,,5.0,1,cash,,NEW10,9.75,afternoon,desktop,friend,mobile_app,107.0,1.4,23.0,961.0,2.0
user_762,truck,brake_repair,Friday,,,3.0,0,wallet,no,NEW10,18.2,evening,mobile,instagram,mobile_app,56.0,1.9,26.0,182.0,0.0
user_763,sedan,tire_rotation,Thursday,18.0,30.0,4.0,0,cash,,SUMMER20,12.01,morning,desktop,google,web,106.0,1.7,53.0,409.0,1.0
user_764,suv,oil_change,Friday,13.0,1.0,5.0,0,,no,,18.78,afternoon,tablet,instagram,mobile_app,39.0,4.1,16.0,712.0,3.0
user_765,truck,brake_repair,Saturday,invalid,8.0,5.0,0,cash,no,,2.26,morning,mobile,friend,,73.0,2.3,58.0,92.0,0.0
user_766,suv,tire_rotation,Tuesday,9.0,6.0,1.0,1,card,1,,21.23,morning,tablet,,web,68.0,4.1,50.0,274.0,0.0
user_767,sedan,tire_rotation,Friday,11.0,17.0,5.0,0,,,NEW10,18.22,evening,tablet,instagram,mobile_app,104.0,2.7,14.0,576.0,3.0
user_768,truck,oil_change,Tuesday,,28.0,5.0,0,transfer,yes,NEW10,,evening,,friend,mobile_app,,2.8,21.0,302.0,1.0
user_769,suv,engine_diagnostics,Saturday,6.0,18.0,5.0,0,,,,15.11,evening,mobile,friend,whatsapp,118.0,2.8,58.0,946.0,4.0
user_770,,tire_rotation,Friday,17.0,,5.0,1,cash,0,SUMMER20,19.37,evening,mobile,instagram,whatsapp,80.0,1.7,,46.0,1.0
user_771,suv,oil_change,Monday,8.0,10.0,4.0,1,transfer,1,NEW10,28.54,evening,mobile,instagram,web,47.0,1.1,22.0,,
user_772,truck,engine_diagnostics,Sunday,11.0,22.0,5.0,1,transfer,0,,15.8,morning,tablet,instagram,web,49.0,,,368.0,4.0
user_773,truck,engine_diagnostics,Friday,6.0,6.0,5.0,1,transfer,1,SUMMER20,23.84,morning,tablet,,web,63.0,2.7,14.0,210.0,
user_774,,brake_repair,Thursday,,14.0,3.0,0,card,,LOYALTY15,,evening,desktop,twitter,whatsapp,,2.7,38.0,843.0,2.0
user_775,suv,oil_change,Thursday,10.0,8.0,5.0,0,,no,LOYALTY15,22.47,morning,mobile,instagram,whatsapp,,4.0,50.0,410.0,3.0
user_776,sedan,oil_change,Tuesday,9.0,10.0,0.0,1,card,0,LOYALTY15,21.97,afternoon,desktop,friend,mobile_app,43.0,,,288.0,5.0
user_777,suv,engine_diagnostics,Wednesday,11.0,2.0,2.0,1,card,1,NEW10,23.99,afternoon,mobile,instagram,web,89.0,4.6,46.0,495.0,4.0
user_778,truck,engine_diagnostics,,16.0,29.0,0.0,1,cash,no,SUMMER20,26.29,morning,tablet,instagram,web,86.0,3.3,50.0,627.0,2.0
user_779,,brake_repair,Saturday,14.0,7.0,,0,transfer,1,,12.53,morning,desktop,google,whatsapp,46.0,1.4,54.0,605.0,2.0
user_780,sedan,engine_diagnostics,Sunday,11.0,,,0,wallet,1,,6.77,evening,desktop,,web,,2.8,,528.0,2.0
user_781,suv,brake_repair,Saturday,13.0,29.0,4.0,0,cash,0,SUMMER20,4.84,evening,desktop,,whatsapp,115.0,3.0,56.0,799.0,2.0
user_782,suv,engine_diagnostics,Thursday,10.0,22.0,,0,transfer,yes,,11.95,evening,tablet,,whatsapp,55.0,4.2,40.0,748.0,0.0
user_783,,oil_change,Tuesday,12.0,23.0,,0,card,0,LOYALTY15,20.29,evening,desktop,google,web,69.0,4.6,47.0,347.0,1.0
user_784,truck,brake_repair,Wednesday,6.0,19.0,1.0,0,card,no,,28.48,afternoon,desktop,instagram,whatsapp,53.0,2.0,,231.0,5.0
user_785,suv,,Friday,7.0,6.0,3.0,1,cash,1,NEW10,12.96,morning,,instagram,web,55.0,1.1,59.0,568.0,5.0
user_786,sedan,engine_diagnostics,Tuesday,15.0,12.0,,1,card,,SUMMER20,18.39,evening,desktop,twitter,,95.0,2.9,2.0,384.0,5.0
user_787,suv,oil_change,Sunday,9.0,6.0,1.0,1,,1,NEW10,20.3,morning,mobile,friend,whatsapp,86.0,4.0,29.0,860.0,1.0
user_788,sedan,,Monday,10.0,25.0,2.0,0,wallet,0,LOYALTY15,16.11,evening,tablet,,mobile_app,55.0,1.1,54.0,4.0,2.0
user_789,sedan,brake_repair,Friday,8.0,15.0,5.0,0,wallet,no,SUMMER20,3.11,morning,desktop,twitter,whatsapp,43.0,3.1,48.0,35.0,3.0
user_790,sedan,brake_repair,,9.0,3.0,1.0,1,wallet,1,LOYALTY15,22.12,afternoon,tablet,,web,109.0,2.2,28.0,627.0,5.0
user_791,suv,engine_diagnostics,Tuesday,12.0,,5.0,1,cash,,LOYALTY15,23.39,evening,desktop,google,web,64.0,,4.0,53.0,1.0
user_792,sedan,brake_repair,Friday,20.0,10.0,2.0,0,card,yes,,13.32,evening,desktop,,whatsapp,33.0,,56.0,237.0,5.0
user_793,sedan,,Friday,15.0,21.0,0.0,1,transfer,no,,26.71,morning,tablet,google,mobile_app,83.0,1.7,38.0,384.0,1.0
user_794,suv,engine_diagnostics,Saturday,13.0,9.0,,0,cash,yes,,,afternoon,tablet,twitter,whatsapp,35.0,,54.0,448.0,1.0
user_795,sedan,engine_diagnostics,,12.0,29.0,5.0,1,wallet,yes,SUMMER20,1.33,afternoon,mobile,,whatsapp,42.0,1.3,60.0,,3.0
user_796,suv,oil_change,Monday,18.0,29.0,2.0,0,,no,LOYALTY15,,afternoon,mobile,instagram,web,71.0,4.5,9.0,538.0,5.0
user_797,truck,tire_rotation,Monday,17.0,7.0,,1,transfer,yes,,15.52,evening,tablet,twitter,whatsapp,39.0,3.9,38.0,728.0,1.0
user_798,sedan,oil_change,Wednesday,13.0,19.0,4.0,1,transfer,no,SUMMER20,8.93,evening,desktop,,web,68.0,3.6,51.0,816.0,
user_799,sedan,engine_diagnostics,,17.0,15.0,1.0,0,cash,no,LOYALTY15,2.79,afternoon,tablet,twitter,whatsapp,102.0,4.4,4.0,29.0,5.0
user_800,sedan,brake_repair,Sunday,7.0,10.0,,1,transfer,no,LOYALTY15,25.64,morning,mobile,,whatsapp,,,21.0,990.0,3.0
user_801,truck,brake_repair,Sunday,,11.0,2.0,1,cash,0,SUMMER20,28.41,morning,mobile,twitter,web,97.0,3.5,53.0,883.0,4.0
user_802,sedan,engine_diagnostics,Saturday,19.0,12.0,5.0,1,,1,LOYALTY15,25.04,evening,mobile,instagram,whatsapp,98.0,2.4,11.0,471.0,1.0
user_803,,engine_diagnostics,Monday,13.0,18.0,4.0,1,cash,no,SUMMER20,27.19,morning,tablet,instagram,web,31.0,2.8,23.0,,0.0
user_804,sedan,brake_repair,Wednesday,6.0,21.0,5.0,0,cash,0,,17.37,morning,mobile,,mobile_app,95.0,2.0,32.0,594.0,5.0
user_805,truck,oil_change,,19.0,2.0,4.0,0,wallet,,SUMMER20,16.77,evening,tablet,friend,mobile_app,112.0,,37.0,31.0,4.0
user_806,suv,tire_rotation,Saturday,10.0,4.0,5.0,0,card,no,NEW10,21.0,evening,desktop,friend,web,98.0,2.7,12.0,352.0,2.0
user_807,suv,tire_rotation,Monday,10.0,3.0,3.0,1,card,0,NEW10,1.89,morning,,,whatsapp,62.0,4.1,12.0,372.0,
user_808,suv,brake_repair,Thursday,18.0,4.0,3.0,1,cash,,SUMMER20,14.08,evening,mobile,google,whatsapp,,2.8,58.0,808.0,3.0
user_809,sedan,oil_change,Friday,13.0,10.0,2.0,1,wallet,yes,SUMMER20,8.24,morning,desktop,google,mobile_app,54.0,4.3,,732.0,3.0
user_810,truck,engine_diagnostics,Monday,,,3.0,1,transfer,yes,,29.52,evening,mobile,friend,web,99.0,4.7,34.0,674.0,4.0
user_811,,brake_repair,Tuesday,12.0,24.0,3.0,0,wallet,no,SUMMER20,18.78,evening,tablet,,whatsapp,31.0,,18.0,176.0,5.0
user_812,suv,engine_diagnostics,Wednesday,17.0,8.0,4.0,1,card,no,SUMMER20,10.4,evening,tablet,twitter,web,92.0,4.7,30.0,170.0,1.0
user_813,,brake_repair,,13.0,12.0,2.0,1,wallet,yes,,6.92,afternoon,mobile,,mobile_app,31.0,4.8,16.0,450.0,
user_814,suv,oil_change,Wednesday,9.0,15.0,1.0,0,cash,no,,5.26,evening,,,mobile_app,66.0,,34.0,863.0,3.0
user_815,truck,engine_diagnostics,,16.0,22.0,5.0,1,card,yes,SUMMER20,28.26,evening,desktop,twitter,web,56.0,,50.0,783.0,2.0
user_816,truck,brake_repair,Tuesday,8.0,,3.0,0,wallet,1,NEW10,,evening,mobile,instagram,web,103.0,3.9,27.0,80.0,4.0
user_817,sedan,engine_diagnostics,Thursday,10.0,24.0,2.0,1,cash,no,,6.91,afternoon,,instagram,whatsapp,102.0,4.7,31.0,328.0,2.0
user_818,sedan,tire_rotation,Sunday,11.0,29.0,0.0,0,card,,LOYALTY15,,afternoon,tablet,google,web,51.0,1.6,23.0,,1.0
user_819,sedan,engine_diagnostics,Thursday,9.0,,1.0,0,wallet,yes,SUMMER20,28.11,evening,tablet,google,mobile_app,112.0,2.2,30.0,446.0,0.0
user_820,suv,tire_rotation,Monday,invalid,3.0,2.0,0,transfer,no,LOYALTY15,,afternoon,tablet,twitter,,85.0,2.0,47.0,677.0,4.0
user_821,truck,oil_change,Tuesday,14.0,12.0,2.0,1,wallet,,,21.69,,tablet,,,74.0,,54.0,878.0,3.0
user_822,truck,,Sunday,,10.0,1.0,0,,no,,17.05,afternoon,tablet,instagram,mobile_app,113.0,2.1,,837.0,3.0
user_823,sedan,oil_change,Monday,15.0,20.0,5.0,0,cash,no,NEW10,21.28,morning,mobile,google,mobile_app,112.0,4.9,26.0,515.0,3.0
user_824,suv,oil_change,,12.0,11.0,,1,cash,yes,,1.14,,desktop,,web,118.0,,39.0,736.0,0.0
user_825,sedan,oil_change,,16.0,0.0,0.0,0,cash,yes,,23.25,,desktop,,whatsapp,36.0,2.2,58.0,393.0,
user_826,truck,tire_rotation,Thursday,9.0,27.0,0.0,1,wallet,0,LOYALTY15,1.56,evening,,twitter,mobile_app,,2.8,45.0,378.0,0.0
user_827,sedan,tire_rotation,Thursday,,29.0,5.0,1,,1,,21.87,evening,desktop,instagram,mobile_app,108.0,2.8,5.0,101.0,
user_828,truck,oil_change,Thursday,6.0,15.0,4.0,0,wallet,1,SUMMER20,10.88,evening,,google,web,104.0,1.3,,109.0,5.0
user_829,,brake_repair,Thursday,14.0,,,0,card,1,SUMMER20,,morning,mobile,instagram,whatsapp,94.0,2.1,8.0,,2.0
user_830,sedan,oil_change,Tuesday,15.0,8.0,4.0,1,wallet,,NEW10,,morning,desktop,instagram,whatsapp,90.0,4.3,39.0,312.0,0.0
user_831,suv,tire_rotation,Tuesday,16.0,12.0,5.0,0,wallet,,LOYALTY15,23.51,morning,mobile,,web,104.0,,36.0,396.0,4.0
user_832,truck,engine_diagnostics,Monday,,14.0,1.0,0,transfer,no,NEW10,12.92,afternoon,mobile,google,mobile_app,88.0,2.6,55.0,7.0,2.0
user_833,sedan,oil_change,Monday,16.0,-8.0,2.0,1,cash,0,NEW10,12.75,evening,tablet,twitter,whatsapp,61.0,3.6,50.0,173.0,
user_834,suv,engine_diagnostics,Saturday,12.0,19.0,3.0,1,cash,1,,28.58,evening,desktop,instagram,web,36.0,1.9,37.0,480.0,2.0
user_835,suv,,Wednesday,14.0,-30.0,4.0,1,,no,LOYALTY15,1.59,evening,mobile,google,web,77.0,3.4,47.0,710.0,5.0
user_836,sedan,oil_change,Friday,,11.0,4.0,1,card,1,,20.21,afternoon,tablet,twitter,,98.0,2.6,34.0,130.0,5.0
user_837,suv,brake_repair,Thursday,17.0,29.0,1.0,0,transfer,0,,25.69,evening,desktop,,mobile_app,,3.9,8.0,165.0,0.0
user_838,truck,oil_change,Tuesday,invalid,14.0,3.0,1,transfer,no,SUMMER20,20.41,morning,mobile,friend,mobile_app,105.0,4.2,0.0,499.0,0.0
user_839,truck,engine_diagnostics,Saturday,,3.0,2.0,0,wallet,no,,,,tablet,,mobile_app,31.0,2.0,27.0,,1.0
user_840,truck,oil_change,,17.0,30.0,0.0,0,card,no,,9.92,evening,,instagram,web,,3.8,9.0,537.0,2.0
user_841,sedan,tire_rotation,Friday,8.0,2.0,2.0,1,card,1,SUMMER20,7.98,,desktop,twitter,web,102.0,3.3,1.0,194.0,3.0
user_842,sedan,oil_change,Tuesday,19.0,24.0,4.0,1,transfer,0,LOYALTY15,,afternoon,desktop,,whatsapp,105.0,,,681.0,
user_843,sedan,tire_rotation,Sunday,7.0,11.0,4.0,0,cash,1,,16.11,morning,desktop,,whatsapp,39.0,2.6,18.0,384.0,1.0
user_844,suv,engine_diagnostics,Thursday,,,3.0,1,cash,no,LOYALTY15,23.21,evening,mobile,friend,web,33.0,3.7,19.0,744.0,0.0
user_845,,brake_repair,,14.0,18.0,5.0,1,cash,0,,,evening,tablet,friend,web,34.0,2.6,4.0,251.0,4.0
user_846,truck,engine_diagnostics,Friday,12.0,27.0,4.0,1,wallet,no,NEW10,,morning,tablet,instagram,mobile_app,75.0,,37.0,217.0,1.0
user_847,suv,brake_repair,Wednesday,,,2.0,1,wallet,,LOYALTY15,9.7,morning,tablet,twitter,,30.0,,1.0,302.0,0.0
user_848,truck,tire_rotation,Tuesday,20.0,3.0,5.0,0,card,,NEW10,28.57,afternoon,tablet,google,whatsapp,46.0,,58.0,466.0,3.0
user_849,,engine_diagnostics,Wednesday,invalid,25.0,4.0,1,,yes,,5.96,morning,tablet,google,web,38.0,3.6,41.0,,2.0
user_850,truck,engine_diagnostics,Monday,14.0,-6.0,0.0,0,transfer,no,,8.1,morning,tablet,google,web,70.0,2.2,40.0,942.0,4.0
user_851,suv,oil_change,Tuesday,8.0,-27.0,4.0,1,,no,SUMMER20,1.73,afternoon,desktop,google,mobile_app,103.0,4.8,37.0,91.0,3.0
user_852,truck,oil_change,,20.0,29.0,,1,transfer,0,,26.67,afternoon,desktop,twitter,whatsapp,62.0,,20.0,20.0,1.0
user_853,suv,tire_rotation,,20.0,18.0,1.0,1,card,1,LOYALTY15,3.85,,desktop,google,,95.0,1.3,39.0,588.0,3.0
user_854,truck,,Monday,,29.0,2.0,1,transfer,1,LOYALTY15,15.8,afternoon,mobile,twitter,web,87.0,,53.0,210.0,2.0
user_855,truck,oil_change,Wednesday,invalid,26.0,5.0,0,transfer,no,LOYALTY15,9.24,,mobile,google,web,86.0,,7.0,142.0,5.0
user_856,sedan,brake_repair,,15.0,2.0,2.0,1,wallet,1,SUMMER20,16.74,afternoon,desktop,friend,,37.0,4.6,19.0,950.0,4.0
user_857,sedan,tire_rotation,,10.0,1.0,3.0,1,card,no,,28.93,,tablet,friend,mobile_app,117.0,3.8,0.0,450.0,0.0
user_858,sedan,,Sunday,11.0,,,1,cash,0,LOYALTY15,23.48,morning,mobile,twitter,mobile_app,59.0,3.2,13.0,713.0,3.0
user_859,sedan,engine_diagnostics,Friday,18.0,23.0,5.0,1,,yes,NEW10,6.7,morning,tablet,google,web,63.0,2.2,20.0,785.0,3.0
user_860,,oil_change,Friday,16.0,,2.0,1,card,1,LOYALTY15,21.55,evening,tablet,friend,,109.0,2.0,39.0,393.0,
user_861,truck,brake_repair,Thursday,15.0,21.0,1.0,0,transfer,,,21.3,afternoon,mobile,twitter,mobile_app,85.0,4.6,3.0,316.0,2.0
user_862,truck,oil_change,Tuesday,16.0,12.0,,0,card,no,NEW10,12.53,morning,,google,mobile_app,112.0,,36.0,,
user_863,sedan,engine_diagnostics,Sunday,17.0,14.0,0.0,0,card,0,NEW10,10.92,morning,tablet,instagram,mobile_app,75.0,1.3,0.0,,
user_864,,engine_diagnostics,Saturday,11.0,24.0,0.0,0,wallet,1,NEW10,1.47,evening,tablet,google,web,72.0,2.4,46.0,342.0,1.0
user_865,,tire_rotation,Saturday,invalid,,1.0,0,wallet,no,,11.74,,tablet,,mobile_app,34.0,1.1,43.0,434.0,1.0
user_866,suv,brake_repair,Monday,20.0,17.0,2.0,0,transfer,yes,SUMMER20,17.27,morning,tablet,instagram,mobile_app,62.0,2.8,34.0,121.0,3.0
user_867,truck,tire_rotation,Monday,14.0,4.0,0.0,0,transfer,0,SUMMER20,,morning,desktop,google,whatsapp,85.0,1.4,35.0,899.0,4.0
user_868,truck,tire_rotation,Sunday,,,5.0,0,cash,no,NEW10,28.56,evening,tablet,google,web,42.0,1.5,35.0,787.0,1.0
user_869,sedan,brake_repair,Thursday,9.0,,3.0,1,cash,1,NEW10,7.49,afternoon,tablet,twitter,mobile_app,114.0,,2.0,280.0,4.0
user_870,sedan,oil_change,Sunday,6.0,12.0,0.0,0,card,yes,,25.84,morning,tablet,,whatsapp,68.0,3.8,50.0,538.0,5.0
user_871,truck,tire_rotation,Sunday,17.0,21.0,5.0,1,cash,0,SUMMER20,5.34,evening,tablet,twitter,mobile_app,,3.1,51.0,966.0,1.0
user_872,truck,brake_repair,Tuesday,16.0,,4.0,1,card,yes,NEW10,10.27,afternoon,tablet,instagram,web,33.0,4.6,31.0,250.0,3.0
user_873,truck,tire_rotation,Wednesday,19.0,4.0,2.0,0,card,1,SUMMER20,21.03,afternoon,tablet,twitter,web,109.0,1.3,46.0,,1.0
user_874,sedan,engine_diagnostics,Saturday,9.0,12.0,0.0,0,,yes,,22.15,evening,mobile,instagram,whatsapp,,,57.0,202.0,
user_875,truck,oil_change,Monday,18.0,24.0,5.0,1,cash,0,LOYALTY15,,evening,desktop,instagram,web,117.0,,,92.0,
user_876,sedan,oil_change,Saturday,12.0,1.0,3.0,1,wallet,yes,LOYALTY15,18.03,morning,tablet,google,whatsapp,,3.5,15.0,21.0,5.0
user_877,truck,brake_repair,Monday,15.0,-21.0,,0,wallet,0,,10.22,afternoon,,twitter,mobile_app,90.0,2.7,55.0,363.0,5.0
user_878,sedan,brake_repair,Saturday,20.0,19.0,2.0,0,wallet,no,NEW10,8.14,evening,mobile,instagram,mobile_app,92.0,3.8,22.0,338.0,5.0
user_879,sedan,tire_rotation,Tuesday,14.0,13.0,3.0,0,cash,yes,SUMMER20,12.07,afternoon,desktop,friend,mobile_app,,1.4,53.0,,5.0
user_880,sedan,tire_rotation,Tuesday,8.0,11.0,2.0,0,wallet,0,NEW10,27.36,morning,mobile,twitter,web,103.0,4.1,1.0,576.0,5.0
user_881,sedan,engine_diagnostics,Monday,20.0,11.0,4.0,1,cash,no,SUMMER20,15.05,evening,tablet,google,whatsapp,38.0,1.5,51.0,426.0,5.0
user_882,suv,brake_repair,Saturday,16.0,26.0,0.0,1,,1,,,afternoon,desktop,friend,mobile_app,110.0,,30.0,,3.0
user_883,truck,oil_change,Wednesday,11.0,18.0,2.0,0,,no,LOYALTY15,18.0,,mobile,twitter,mobile_app,53.0,1.9,34.0,165.0,
user_884,suv,engine_diagnostics,Sunday,7.0,17.0,1.0,1,cash,no,,6.88,evening,tablet,,mobile_app,,3.9,,524.0,4.0
user_885,suv,tire_rotation,Wednesday,19.0,7.0,5.0,0,cash,1,,2.27,afternoon,tablet,,web,117.0,3.7,,,5.0
user_886,truck,oil_change,Tuesday,6.0,29.0,,0,card,no,LOYALTY15,20.12,morning,tablet,,whatsapp,,2.9,,421.0,1.0
user_887,truck,engine_diagnostics,Wednesday,13.0,5.0,,0,transfer,yes,,12.46,morning,mobile,friend,mobile_app,106.0,1.9,58.0,803.0,0.0
user_888,truck,brake_repair,Thursday,8.0,13.0,1.0,1,transfer,no,,4.51,evening,tablet,instagram,mobile_app,56.0,2.8,26.0,636.0,0.0
user_889,truck,engine_diagnostics,Wednesday,13.0,,2.0,1,,,LOYALTY15,0.97,,tablet,instagram,,118.0,1.2,16.0,,3.0
user_890,sedan,tire_rotation,,19.0,30.0,4.0,1,cash,0,,23.95,,mobile,twitter,web,62.0,4.2,11.0,,0.0
user_891,suv,engine_diagnostics,Saturday,15.0,-1.0,1.0,1,card,1,LOYALTY15,28.57,afternoon,,,web,32.0,2.9,8.0,,3.0
user_892,truck,tire_rotation,Sunday,,30.0,4.0,1,transfer,1,LOYALTY15,,evening,mobile,twitter,mobile_app,81.0,2.3,23.0,43.0,
user_893,truck,,Saturday,invalid,9.0,2.0,0,transfer,yes,SUMMER20,15.53,evening,desktop,friend,,86.0,1.8,43.0,,5.0
user_894,suv,oil_change,Sunday,8.0,6.0,5.0,0,wallet,yes,NEW10,26.12,morning,desktop,instagram,web,36.0,,3.0,813.0,0.0
user_895,suv,brake_repair,Friday,12.0,18.0,1.0,0,card,,SUMMER20,0.62,morning,mobile,instagram,mobile_app,59.0,1.4,15.0,325.0,0.0
user_896,,engine_diagnostics,Saturday,18.0,,2.0,1,transfer,0,NEW10,6.76,afternoon,desktop,friend,web,47.0,,46.0,333.0,4.0
